ticker,price_date,close,source,daily_return
GLD,2026-02-18,458.28,yfinance,
GLD,2026-02-19,459.56,yfinance,0.00279305
GLD,2026-02-20,468.62,yfinance,0.01971451
GLD,2026-02-23,481.28,yfinance,0.02701549
GLD,2026-02-24,474.61,yfinance,-0.01385888
GLD,2026-02-25,473.42,yfinance,-0.00250732
GLD,2026-02-26,477.48,yfinance,0.00857589
GLD,2026-02-27,483.75,yfinance,0.01313144
GLD,2026-03-02,490.0,yfinance,0.0129199
GLD,2026-03-03,468.14,yfinance,-0.04461224
GLD,2026-03-04,471.8,yfinance,0.00781817
GLD,2026-03-05,466.13,yfinance,-0.0120178
GLD,2026-03-06,473.51,yfinance,0.01583249
GLD,2026-03-09,472.53,yfinance,-0.00206965
GLD,2026-03-10,477.86,yfinance,0.01127971
GLD,2026-03-11,476.24,yfinance,-0.00339011
GLD,2026-03-12,466.88,yfinance,-0.01965396
GLD,2026-03-13,460.84,yfinance,-0.01293694
GLD,2026-03-16,460.43,yfinance,-0.00088968
GLD,2026-03-17,459.27,yfinance,-0.00251938
GLD,2026-03-18,444.74,yfinance,-0.03163716
GLD,2026-03-19,426.41,yfinance,-0.04121509
GLD,2026-03-20,413.38,yfinance,-0.03055744
GLD,2026-03-23,404.04,yfinance,-0.02259422
GLD,2026-03-24,404.13,yfinance,0.00022275
GLD,2026-03-25,416.29,yfinance,0.03008933
GLD,2026-03-26,400.64,yfinance,-0.03759398
GLD,2026-03-27,414.7,yfinance,0.03509385
GLD,2026-03-30,414.58,yfinance,-0.00028937
GLD,2026-03-31,430.29,yfinance,0.03789377
GLD,2026-04-01,437.82,yfinance,0.01749983
GLD,2026-04-02,429.41,yfinance,-0.01920881
GLD,2026-04-06,427.65,yfinance,-0.00409865
GLD,2026-04-07,431.81,yfinance,0.00972758
GLD,2026-04-08,434.53,yfinance,0.00629907
GLD,2026-04-09,437.91,yfinance,0.00777852
GLD,2026-04-10,437.13,yfinance,-0.00178119
GLD,2026-04-13,435.36,yfinance,-0.00404914
GLD,2026-04-14,445.09,yfinance,0.02234932
GLD,2026-04-15,440.46,yfinance,-0.01040239
GLD,2026-04-16,440.08,yfinance,-0.00086273
GLD,2026-04-17,445.93,yfinance,0.01329304
GLD,2026-04-20,442.09,yfinance,-0.00861122
GLD,2026-04-21,429.57,yfinance,-0.02832003
GLD,2026-04-22,435.26,yfinance,0.0132458
GLD,2026-04-23,431.04,yfinance,-0.00969535
GLD,2026-04-24,433.25,yfinance,0.00512713
GLD,2026-04-27,429.89,yfinance,-0.00775534
GLD,2026-04-28,421.91,yfinance,-0.01856289
GLD,2026-04-29,417.41,yfinance,-0.01066578
GLD,2026-04-30,423.66,yfinance,0.01497329
GLD,2026-05-01,423.18,yfinance,-0.00113298
GLD,2026-05-04,414.71,yfinance,-0.02001512
GLD,2026-05-05,418.27,yfinance,0.00858431
GLD,2026-05-06,430.96,yfinance,0.03033925
GLD,2026-05-07,431.68,yfinance,0.00167069
GLD,2026-05-08,433.77,yfinance,0.00484155
GLD,2026-05-11,434.65,yfinance,0.00202872
GLD,2026-05-12,432.93,yfinance,-0.00395721
GLD,2026-05-13,430.5,yfinance,-0.00561292
GLD,2026-05-14,427.21,yfinance,-0.00764228
GLD,2026-05-15,417.29,yfinance,-0.02322043
GLD,2026-05-18,418.43,yfinance,0.00273191
GLD,2026-05-19,411.5,yfinance,-0.01656191
GLD,2026-05-20,417.4,yfinance,0.01433779
GLD,2026-05-21,416.99,yfinance,-0.00098227
GLD,2026-05-22,413.82,yfinance,-0.0076021
GLD,2026-05-26,414.0,yfinance,0.00043497
GLD,2026-05-27,408.49,yfinance,-0.01330918
GLD,2026-05-28,412.77,yfinance,0.01047761
GLD,2026-05-29,417.12,yfinance,0.01053856
GLD,2026-06-01,411.26,yfinance,-0.01404871
GLD,2026-06-02,411.95,yfinance,0.00167777
GLD,2026-06-03,407.87,yfinance,-0.00990411
GLD,2026-06-04,411.27,yfinance,0.00833599
GLD,2026-06-05,396.24,yfinance,-0.03654534
GLD,2026-06-08,397.27,yfinance,0.00259943
GLD,2026-06-09,390.78,yfinance,-0.0163365
GLD,2026-06-10,374.58,yfinance,-0.04145555
GLD,2026-06-11,386.32,yfinance,0.03134177
GLD,2026-06-12,386.54,yfinance,0.00056948
GLD,2026-06-15,396.55,yfinance,0.02589641
GLD,2026-06-16,397.63,yfinance,0.00272349
GLD,2026-06-17,388.6,yfinance,-0.02270955
HYG,2026-02-18,79.3029,yfinance,
HYG,2026-02-19,79.3323,yfinance,0.00037073
HYG,2026-02-20,79.3911,yfinance,0.00074119
HYG,2026-02-23,79.2636,yfinance,-0.00160597
HYG,2026-02-24,79.2048,yfinance,-0.00074183
HYG,2026-02-25,79.3126,yfinance,0.00136103
HYG,2026-02-26,79.244,yfinance,-0.00086493
HYG,2026-02-27,79.1166,yfinance,-0.00160769
HYG,2026-03-02,79.0713,yfinance,-0.00057257
HYG,2026-03-03,78.9137,yfinance,-0.00199314
HYG,2026-03-04,79.1895,yfinance,0.00349496
HYG,2026-03-05,78.8743,yfinance,-0.00398033
HYG,2026-03-06,78.4902,yfinance,-0.00486977
HYG,2026-03-09,78.963,yfinance,0.00602368
HYG,2026-03-10,78.8349,yfinance,-0.00162228
HYG,2026-03-11,78.6576,yfinance,-0.002249
HYG,2026-03-12,78.1553,yfinance,-0.00638591
HYG,2026-03-13,78.0076,yfinance,-0.00188983
HYG,2026-03-16,78.2538,yfinance,0.0031561
HYG,2026-03-17,78.6084,yfinance,0.00453141
HYG,2026-03-18,78.2046,yfinance,-0.00513686
HYG,2026-03-19,78.4607,yfinance,0.00327474
HYG,2026-03-20,77.7318,yfinance,-0.00929
HYG,2026-03-23,78.244,yfinance,0.00658932
HYG,2026-03-24,77.978,yfinance,-0.00339962
HYG,2026-03-25,78.2243,yfinance,0.00315858
HYG,2026-03-26,77.7318,yfinance,-0.006296
HYG,2026-03-27,77.5348,yfinance,-0.00253436
HYG,2026-03-30,77.6234,yfinance,0.00114271
HYG,2026-03-31,78.3622,yfinance,0.00951775
HYG,2026-04-01,78.5542,yfinance,0.00245016
HYG,2026-04-02,78.7422,yfinance,0.00239325
HYG,2026-04-06,78.8808,yfinance,0.00176017
HYG,2026-04-07,78.9006,yfinance,0.00025101
HYG,2026-04-08,79.3657,yfinance,0.00589476
HYG,2026-04-09,79.4548,yfinance,0.00112265
HYG,2026-04-10,79.1381,yfinance,-0.00398591
HYG,2026-04-13,79.435,yfinance,0.00375167
HYG,2026-04-14,79.6725,yfinance,0.00298987
HYG,2026-04-15,79.633,yfinance,-0.00049578
HYG,2026-04-16,79.5241,yfinance,-0.00136752
HYG,2026-04-17,79.821,yfinance,0.00373346
HYG,2026-04-20,79.7517,yfinance,-0.00086819
HYG,2026-04-21,79.5439,yfinance,-0.00260559
HYG,2026-04-22,79.6725,yfinance,0.00161672
HYG,2026-04-23,79.5439,yfinance,-0.00161411
HYG,2026-04-24,79.6528,yfinance,0.00136906
HYG,2026-04-27,79.6824,yfinance,0.00037161
HYG,2026-04-28,79.5736,yfinance,-0.00136542
HYG,2026-04-29,79.3064,yfinance,-0.0033579
HYG,2026-04-30,79.5538,yfinance,0.00311955
HYG,2026-05-01,79.6523,yfinance,0.00123816
HYG,2026-05-04,79.3936,yfinance,-0.00324787
HYG,2026-05-05,79.513,yfinance,0.0015039
HYG,2026-05-06,79.7518,yfinance,0.00300328
HYG,2026-05-07,79.4533,yfinance,-0.00374286
HYG,2026-05-08,79.7319,yfinance,0.00350646
HYG,2026-05-11,79.5727,yfinance,-0.00199669
HYG,2026-05-12,79.4632,yfinance,-0.0013761
HYG,2026-05-13,79.503,yfinance,0.00050086
HYG,2026-05-14,79.4433,yfinance,-0.00075092
HYG,2026-05-15,79.0553,yfinance,-0.00488399
HYG,2026-05-18,79.1349,yfinance,0.00100689
HYG,2026-05-19,78.9459,yfinance,-0.00238833
HYG,2026-05-20,79.4533,yfinance,0.00642719
HYG,2026-05-21,79.4931,yfinance,0.00050092
HYG,2026-05-22,79.503,yfinance,0.00012454
HYG,2026-05-26,79.7717,yfinance,0.00337975
HYG,2026-05-27,79.7219,yfinance,-0.00062428
HYG,2026-05-28,79.8214,yfinance,0.00124809
HYG,2026-05-29,79.901,yfinance,0.00099723
HYG,2026-06-01,79.84,yfinance,-0.00076344
HYG,2026-06-02,79.9,yfinance,0.0007515
HYG,2026-06-03,79.68,yfinance,-0.00275344
HYG,2026-06-04,79.83,yfinance,0.00188253
HYG,2026-06-05,79.43,yfinance,-0.00501065
HYG,2026-06-08,79.54,yfinance,0.00138487
HYG,2026-06-09,79.62,yfinance,0.00100578
HYG,2026-06-10,79.47,yfinance,-0.00188395
HYG,2026-06-11,79.94,yfinance,0.00591418
HYG,2026-06-12,79.94,yfinance,0.0
HYG,2026-06-15,80.04,yfinance,0.00125094
HYG,2026-06-16,80.03,yfinance,-0.00012494
HYG,2026-06-17,79.73,yfinance,-0.00374859
IWM,2026-02-18,262.8961,yfinance,
IWM,2026-02-19,263.5035,yfinance,0.00231042
IWM,2026-02-20,263.5135,yfinance,3.795e-05
IWM,2026-02-23,259.4105,yfinance,-0.01557036
IWM,2026-02-24,262.2388,yfinance,0.0109028
IWM,2026-02-25,263.4836,yfinance,0.00474682
IWM,2026-02-26,264.8878,yfinance,0.00532936
IWM,2026-02-27,260.3268,yfinance,-0.01721861
IWM,2026-03-02,262.7168,yfinance,0.00918077
IWM,2026-03-03,258.1657,yfinance,-0.01732322
IWM,2026-03-04,260.6753,yfinance,0.00972089
IWM,2026-03-05,255.696,yfinance,-0.01910154
IWM,2026-03-06,249.8503,yfinance,-0.02286191
IWM,2026-03-09,252.569,yfinance,0.01088132
IWM,2026-03-10,252.3101,yfinance,-0.00102507
IWM,2026-03-11,251.8022,yfinance,-0.002013
IWM,2026-03-12,246.3848,yfinance,-0.02151451
IWM,2026-03-13,245.5681,yfinance,-0.00331473
IWM,2026-03-16,247.8885,yfinance,0.00944911
IWM,2026-03-17,249.4568,yfinance,0.00632663
IWM,2026-03-18,245.4363,yfinance,-0.01611702
IWM,2026-03-19,247.0425,yfinance,0.00654426
IWM,2026-03-20,241.6454,yfinance,-0.02184685
IWM,2026-03-23,246.8629,yfinance,0.02159156
IWM,2026-03-24,248.1898,yfinance,0.00537505
IWM,2026-03-25,251.2226,yfinance,0.01221968
IWM,2026-03-26,246.853,yfinance,-0.01739334
IWM,2026-03-27,242.5233,yfinance,-0.01753959
IWM,2026-03-30,239.0415,yfinance,-0.01435656
IWM,2026-03-31,247.4116,yfinance,0.03501526
IWM,2026-04-01,248.9679,yfinance,0.00629033
IWM,2026-04-02,250.6938,yfinance,0.00693222
IWM,2026-04-06,251.7613,yfinance,0.00425818
IWM,2026-04-07,252.31,yfinance,0.00217945
IWM,2026-04-08,259.8521,yfinance,0.0298922
IWM,2026-04-09,261.3385,yfinance,0.00572018
IWM,2026-04-10,260.6801,yfinance,-0.00251934
IWM,2026-04-13,264.4411,yfinance,0.01442765
IWM,2026-04-14,268.0825,yfinance,0.01377017
IWM,2026-04-15,268.7509,yfinance,0.00249326
IWM,2026-04-16,269.3096,yfinance,0.00207888
IWM,2026-04-17,275.1257,yfinance,0.02159633
IWM,2026-04-20,276.692,yfinance,0.00569303
IWM,2026-04-21,273.8588,yfinance,-0.01023954
IWM,2026-04-22,275.8241,yfinance,0.00717633
IWM,2026-04-23,274.8663,yfinance,-0.0034725
IWM,2026-04-24,275.9937,yfinance,0.00410163
IWM,2026-04-27,276.4825,yfinance,0.00177105
IWM,2026-04-28,273.2602,yfinance,-0.01165463
IWM,2026-04-29,271.4345,yfinance,-0.00668118
IWM,2026-04-30,277.3105,yfinance,0.02164795
